Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
,3.0,1800.0,Ground out of 3,Super Area,Mausam Vihar,\-9 Delhi,Unfurnished,F]a@mily,3.0 Bathrooms,Contact Agent,29000
2022-06-18,3.0,2200.0,2 out of 4,Super Area,,)-9 Delhi,Unfurnished,"B""achelors/Family-",3.0,Contact Agent,35000
2022-06-18,,2200.0,Ground out of 2,Carpet Area,Vivek Vihar,India-] Delhi,Semi-Furnished,Bache>lors/Fami^ly,2.0,Contact Agent,21000
2022-06-18,3.0,,3 out of 4,Carpet Area,Surajmal Vihar,India-@ Delhi,Semi-Furnished,Bachelors/Fami=ly(,2.0,Contact Agent,31000
2022-05-05,2.0,75.0,2 out of 4,Super Area,,India-% Delhi,Unfurnished,Bachelors:/F>amily,1.0,,8000
2022-05-05,2.0,75.0,,Super Area,Saket,/-9 Delhi,Semi-Furnished,Ba<chelors_/Family,2.0,Contact Owner,15500
2022-06-18,,1800.0,3 out of 4,Carpet Area,"Gagan Vihar, Krishna Nagar",$-9 Delhi,Semi-Furnished,Bachelors/-Famil+y,,Contact Agent,32000
2022-06-18,3.0,160.0,2 out of 4,Carpet Area,Surajmal Vihar,_-9 Delhi,Semi-Furnished,Bachel\ors/Fam_ily,3.0,Contact Agent,30000
2022-07-04,4.0,2700.0,,Carpet Area,,,Semi-Furnished,"_Bachelors,",4.0,Contact Agent,42000
2022-05-23,3.0,1050.0,3 out of 4,Carpet Area,Laxmi Nagar,India-. Delhi,,Ba>chelors/Family/,2.0,Contact Agent,20500
2022-05-09,3.0,1800.0,2 out of 3,Super Area,Sarvodaya Enclave,India-@ Delhi,Furnished,,3.0,Contact Owner,60000
2022-05-23,2.0,2700.0,1 out of 3,Super Area,Greater Kailash 2,{-9 Delhi,Furnished,Bac|helors/Fami;ly,2.0,Contact Agent,95000
,1.0,,2 out of 3,Carpet Area,Chittaranjan Park Block K,{-9 Delhi,Semi-Furnished,;Fami]ly,1.0,Contact Owner,16000
2022-05-17,1.0,450.0,3 out of 4,Carpet Area,Sarita Vihar Pocket M,India-$ Delhi,,Ba!chelor's,1.0,Contact Agent,8500
2022-05-05,1.0,60.0,,,,India-% Delhi,Unfurnished,Bachel;or@s/Family,1.0,Contact Owner,14000
2022-05-11,3.0,,Ground out of 3,Super Area,Defence Colony,India-$ Delhi,Unfurnished,Bachelors#/Famil<y,,Contact Agent,140000
2022-04-29,2.0,130.0,Ground out of 3,Super Area,Raj Nagar 2,.-9 Delhi,,Bach|elors/{Family,1.0,,8000
,3.0,650.0Square Feet,3 out of 4,Super Area,Chirag Delhi,India-# Delhi,Semi-Furnished,Bache;lors/Fami{ly,1.0,Contact Owner,12500
2022-04-29,2.0,100.0,3 out of 4,Super Area,Janakpuri,|-9 Delhi,Unfurnished,Bachelo+>rs/Family,,Contact Owner,14000
,2.0,45.0,2 out of 3,Super Area,,India-% Delhi,,Bachelor/s/:Family,1.0,Contact Owner,6000
2022-04-29,2.0,600.0,2 out of 3,Super Area,Trilokpuri,:-9 Delhi,Unfurnished,Bache+lors/Famil@y,2.0,Contact Owner,10000
2022-05-10,3.0,800.0,Ground out of 4,Super Area,Kadipur,\-9 Delhi,Unfurnished,Ba.chelors/Fami-ly,1.0,Contact Owner,15000
2022-06-08,3.0,,1 out of 1,Carpet Area,Cherlopalli TIRUPATI,]-9 Delhi,Unfurnished,$Bachelors/$Family,3.0,Contact Owner,8000
2022-07-07,1.0,30.0,,Super Area,Mahipalpur,<-9 Delhi,,Bachelors/\Fam.ily,1.0,Contact Owner,10000
2022-05-12,1.0,55.0,Ground out of 3,Super Area,Gharoli,India-| Delhi,Unfurnished,,1.0,Contact Owner,8500
2022-06-09,2.0,900.0,Ground out of 3,Carpet Area,"Nirman Vihar, Preet Vihar",{-9 Delhi,Semi-Furnished,,2.0,Contact Owner,25000
2022-06-22,2.0,1000.0,1 out of 2,Carpet Area,Bhajanpura,,Unfurnished,Bachelors/Famil<y},1.0,Contact Owner,13000
,,360.0,1 out of 2,Super Area,Ghitorni,%-9 Delhi,Semi-Furnished,"Bach|elors/Fami""ly",1.0,Contact Owner,6000
2022-05-06,1.0,450.0,1 out of 4,Super Area,"Mohan Garden, Razapur Khurd",[-9 Delhi,Furnished,Bachelor.s+/Family,1.0,Contact Owner,7000
2022-05-05,2.0,900.0,,,"Gangaram Vatika, Vishnu Garden",India-/ Delhi,Semi-Furnished,Bachel&ors/F:amily,2.0 Bathrooms,Contact Owner,22000
2022-04-29,,,2 out of 4,Super Area,"Kailash Colony, Greater Kailash",,,:Bach:elors/Family,2.0,,40000
2022-05-05,,700.0,Ground out of 2,Super Area,Rohini Sector 7,India-( Delhi,Furnished,,2.0,Contact Owner,22000
,,,1 out of 2,Super Area,Sagar Pur,=-9 Delhi,Unfurnished,(Bachelors/Fam>ily,1.0,Contact Owner,4500
2022-04-29,3.0,950.0,Ground out of 3,Super Area,,India-| Delhi,Unfurnished,,2.0,Contact Owner,15000
,3.0,3000.0,1 out of 5,,,<-9 Delhi,,^]Bachelors/Family,4.0,Contact Agent,130000
2022-06-18,2.0 room,950.0,,,Ber Sarai,#-9 Delhi,Unfurnished,,2.0,Contact Agent,23000
2022-05-27,3.0,1100.0,1 out of 4,Super Area,,,Semi-Furnished,Bac[helors/Fa>mily,,Contact Agent,45000
2022-05-29,1.0,497.0,3 out of 4,Carpet Area,Lajpat Nagar 4,India-# Delhi,Unfurnished,Bachel:ors./Family,1.0,Contact Agent,15000
2022-04-29,3.0,100.0,3 out of 4,Super Area,"Viswas Park, Matiala",[-9 Delhi,,Bachelo*rs/@Family,2.0,Contact Owner,13000
2022-05-05,2.0,70.0,1 out of 4,Super Area,,.-9 Delhi,Semi-Furnished,Bac.helors/Fami#ly,,Contact Owner,10000
,2.0,55.0,,Super Area,Dwarka Sector 8,%-9 Delhi,Unfurnished,"B*,achelors/Family",2.0,Contact Owner,10000
,1.0,300.0,4 out of 5,Super Area,East Of Kailash,?-9 Delhi,Unfurnished,Bachel$or-s/Family,1.0,Contact Owner,6500
2022-06-29,1.0,,2 out of 4,,Mandawali,India-' Delhi,Unfurnished,Bac*he]lors,1.0,,7000
2022-05-05,2.0,500.0,2 out of 4,Super Area,Badarpur,India-! Delhi,,Bachelors/F#a/mily,2.0,,7000
2022-06-08,4.0,650.0,4 out of 4,Super Area,Patel Nagar West,>-9 Delhi,Furnished,B(achelo^rs/Family,2.0,Contact Owner,17401
2022-05-18,1.0,630.0,Ground out of 2,Super Area,Uttam Nagar,}-9 Delhi,Furnished,,1.0,Contact Owner,5500
2022-04-29,1.0,450.0,1 out of 3,Super Area,DS 19,India-/ Delhi,,Fa'm:ily,1.0,Contact Owner,20000
2022-04-29,2.0,500.0,1 out of 2,Super Area,Mahipalpur,India-? Delhi,Semi-Furnished,B_a>chelors/Family,1.0,Contact Owner,7000
2022-05-22,5.0,200.0,2 out of 2,,"Safdarjung Development Area, Hauz Khas",India-| Delhi,Unfurnished,Bach%elor]s,5.0,Contact Agent,190000
2022-04-29,,95.0,1 out of 4,Super Area,,>-9 Delhi,Semi-Furnished,Bache/lors/F+amily,,Contact Owner,13000
2022-07-02,,272.0,Ground out of 4,Carpet Area,Model Town,+-9 Delhi,,"Bachel,ors+",3.0,,60000
2022-05-27,2.0,800.0,2 out of 4,Carpet Area,Rohini Sector 24,India-] Delhi,,,2.0,Contact Agent,17000
2022-05-27,,50.0,2 out of 4,,,^-9 Delhi,Unfurnished,Bache;lors/Fam/ily,2.0,Contact Owner,16000
2022-07-05,1.0,,2 out of 4,,"Maidan Garhi, Chhattarpur",,Furnished,"Bachel:ors/Fam,ily",1.0,Contact Owner,9500
2022-04-29,,450.0,Ground out of 3,Super Area,Vikash Nagar,:-9 Delhi,Unfurnished,Bachelor\@s/Family,1.0,Contact Owner,5000
2022-06-18,3.0,1800.0,2 out of 4,Carpet Area,,*-9 Delhi,Semi-Furnished,|Bach#elors/Family,3.0,Contact Agent,27000
,3.0,1800.0,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",India-$ Delhi,,Bach[elors/Fam#ily,3.0,Contact Agent,29000
,3.0,2000.0,1 out of 4,Carpet Area,Vivek Vihar Phase 1,India-/ Delhi,Semi-Furnished,B}achelors\/Family,3.0,Contact Agent,29000
2022-05-26,4.0,2700.0,2 out of 3,Carpet Area,"AGCR Enclave, Anand Vihar",\-9 Delhi,Semi-Furnished,Bachelors*/Family!,4.0,,37000
2022-07-04,4.0,,2 out of 3,Carpet Area,"AGCR Enclave, Anand Vihar",|-9 Delhi,Semi-Furnished,"Bachelor+s/Fam""ily",3.0,Contact Agent,36000
2022-05-26,3.0,1800.0,4 out of 4,Carpet Area,Surajmal Vihar,?-9 Delhi,Semi-Furnished,Ba'chelors[,3.0,,35000
2022-05-26,4.0,2700.0,2 out of 4,Carpet Area,"Pushpanjali, Anand Vihar",,Semi-Furnished,"<Ba""chelors",4.0,Contact Agent,42000
2022-05-26,3.0,1800.0,1 out of 4,Carpet Area,Preet Vihar,India-} Delhi,Semi-Furnished,Ba<chelors/Fami?ly,3.0,Contact Agent,37000
2022-07-04,3.0,1800.0,2 out of 3,Carpet Area,Surajmal Vihar,"India-, Delhi",Semi-Furnished,-Bachelors/F#amily,,Contact Agent,30000
2022-05-08,3.0,1200.0,2 out of 3,,Ghitorni,=-9 Delhi,Semi-Furnished,Bachel'ors/Family=,2.0,Contact Owner,20000
2022-06-17,1.0,600.0,1 out of 4,Carpet Area,Chattarpur Extension,India-& Delhi,Semi-Furnished,,1.0,Contact Owner,8500
2022-05-14,1.0,350.0,2 out of 5,Super Area,Sheikh Sarai,:-9 Delhi,Furnished,,,Contact Owner,11000
2022-06-18,2.0,100.0,2 out of 4,Super Area,,*-9 Delhi,,Bachelor%s/Fam(ily,2.0,,14000
2022-05-14,3.0,1800.0,,Carpet Area,Malviya Nagar,^-9 Delhi,Unfurnished,Bac{helors/Fami^ly,3.0,Contact Agent,55000
2022-06-18,2.0,900.0,3 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",^-9 Delhi,Semi-Furnished,Ba}ch|elors,2.0,Contact Agent,25000
2022-05-23,3.0,1150.0,,,,India-| Delhi,Unfurnished,Bachelors/$.Family,2.0,Contact Agent,20500
2022-05-31,4.0,1400.0,2 out of 4,Carpet Area,Rohini Sector 24,,Semi-Furnished,Bachelors/Fa?@mily,2.0,Contact Agent,28000
,1.0,,Ground out of 4,,Mahavir Enclave Part 1,India-% Delhi,Semi-Furnished,#Bachelors/Family<,,Contact Owner,5000
2022-06-18,4.0,,2 out of 4,Carpet Area,"AGCR Enclave, Anand Vihar",\-9 Delhi,Semi-Furnished,Bachelor/s/Fa_mily,3.0,Contact Agent,35000
2022-06-18,3.0,1800.0,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",\-9 Delhi,Semi-Furnished,Bachel?ors//Family,3.0,Contact Agent,30000
2022-06-16,1.0,500.0,3 out of 4,Carpet Area,Neb Sarai,$-9 Delhi,Unfurnished,Bac)he%lors/Family,,Contact Agent,10000
,1.0,500.0,,Super Area,Rohini Sector 17,,Unfurnished,"Bac%he,lors/Family",,Contact Owner,11000
2022-05-05,2.0,,,Super Area,Mayur Vihar Phase 1 Extension,India-+ Delhi,Semi-Furnished,"Bachel""or$s/Family",2.0,Contact Owner,17000
2022-05-23,2.0 room,1000.0,2 out of 4,Super Area,Kalkaji,India-) Delhi,Semi-Furnished,,2.0,,35000
2022-06-20,3.0,1600.0,6 out of 10,Super Area,"Highland Tower, Dwarka Sector 12","India-, Delhi",Unfurnished,Bac#]helors/Family,2.0,Contact Owner,30000
2022-06-07,4.0,1800.0,6 out of 8,Super Area,Dwarka Sector 22,",-9 Delhi",Semi-Furnished,,,Contact Owner,30000
2022-05-27,,400.0,Ground out of 4,Carpet Area,Rohini Sector 24,,Semi-Furnished,?Bachelors/Famil/y,2.0,Contact Agent,13000
2022-04-29,2.0 room,900.0,Ground out of 3,Super Area,Chhattarpur,,Semi-Furnished,,2.0,Contact Owner,13000
2022-07-07,1.0,480.0,4 out of 5,,East Of Kailash,India-} Delhi,Unfurnished,Bach)elors/Fam*ily,1.0,Contact Agent,11000
2022-05-05,1.0,,2 out of 2,Carpet Area,Lajpat Nagar 1,India-| Delhi,Unfurnished,Bachelor.;s,1.0,Contact Owner,13000
2022-07-09,2.0,1000.0,1 out of 3,Carpet Area,"Munirka Vihar, Munirka",India-! Delhi,Unfurnished,B&ach+elors,,Contact Agent,33000
2022-05-23,3.0,1120.0,,Super Area,,:-9 Delhi,Unfurnished,Bachelors=/Fa+mily,2.0,Contact Owner,25000
2022-05-27,3.0,1800.0,2 out of 4,,Saket,India-[ Delhi,Semi-Furnished,"Bach,elors/",,Contact Agent,70000
2022-07-02,3.0,,1 out of 3,Carpet Area,Vikaspuri,India-- Delhi,Semi-Furnished,Bac-helors/Fa'mily,2.0,,30000
2022-05-21,1.0,550.0,1 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",@-9 Delhi,Semi-Furnished,Bachelor+s/Famil$y,1.0,Contact Agent,9000
2022-06-30,2.0,1400.0,3 out of 4,Super Area,,India-[ Delhi,Unfurnished,"Bachelor,s{",1.0,Contact Owner,14500
2022-05-27,3.0,1600.0,2 out of 4,Carpet Area,Vasant Kunj Sector C,!-9 Delhi,Semi-Furnished,Ba]chelor*s,2.0,Contact Agent,50000
2022-05-16,1.0,650.0Square Feet,1 out of 4,Carpet Area,Mayur Vihar 1,India-[ Delhi,Semi-Furnished,Bachelors|/]Family,1.0,Contact Agent,20000
2022-04-29,4.0,120.0,Ground out of 2,,,&-9 Delhi,Furnished,Bachel#'ors/Family,,Contact Owner,15000
2022-06-02,,450.0,1 out of 3,Carpet Area,Mahavir Enclave Part 1,India-- Delhi,Unfurnished,Bachelo@rs/Fami*ly,1.0,Contact Owner,7500
2022-07-07,1.0,520.0,,Super Area,Uttam Nagar,India-( Delhi,,Bac]helors/Fami-ly,1.0,Contact Owner,13500
2022-06-13,1.0,850.0,2 out of 4,,Paschim Vihar,India-* Delhi,Semi-Furnished,Ba#c_helors,1.0,Contact Owner,14000
2022-06-24,2.0,850.0,1 out of 4,Carpet Area,Saket,India-$ Delhi,Semi-Furnished,,,,18000
2022-05-09,,585.0Square Feet,2 out of 4,Carpet Area,Pandav Nagar,India-> Delhi,Semi-Furnished,Bachelo!rs/Fam*ily,1.0,Contact Owner,14000
2022-05-11,3.0,,,Carpet Area,East Of Kailash,India-& Delhi,Furnished,Ba]chelors/Fami_ly,2.0,Contact Agent,65000
2022-05-05,2.0,950.0,,Super Area,Mayur Vihar Phase 1 Extension,*-9 Delhi,Unfurnished,Bachelor=s/Family;,2.0,,22000
2022-04-29,1.0,120.0,1 out of 2,Super Area,Najafgarh,"""-9 Delhi",Unfurnished,&Ba(chelors/Family,1.0,Contact Owner,4000
2022-05-14,2.0,,3 out of 3,Super Area,Vinod Nagar East,.-9 Delhi,Semi-Furnished,Bachelo[rs{/Family,1.0,,10000
2022-05-14,,200.0,2 out of 4,,kst chattarpur Apartments,India-] Delhi,Unfurnished,,1.0,,7500
,1.0,550.0,2 out of 4,Super Area,Ramesh Nagar,+-9 Delhi,Semi-Furnished,Bachel\\ors/Family,,,17000
2022-07-06,1.0,650.0,2 out of 4,,,\-9 Delhi,Semi-Furnished,"Bachel:,ors/Family",1.0,,18000
2022-07-07,,2800.0,6 out of 10,Carpet Area,Delhi estate Apartment,India-} Delhi,Unfurnished,Ba(c(helors,4.0,Contact Agent,70000
2022-06-30,1.0,50.0,,Super Area,,}-9 Delhi,,]Bachelors/F'amily,1.0,Contact Owner,10000
2022-06-08,2.0,550.0,4 out of 4,Carpet Area,,&-9 Delhi,Unfurnished,Bachelo[rs|/Family,1.0,Contact Owner,15000
2022-07-04,2.0,90.0,4 out of 5,,DS 19,}-9 Delhi,Semi-Furnished,,2.0,Contact Owner,16500
2022-06-30,3.0,2925.0,1 out of 4,,Defence Colony,[-9 Delhi,Semi-Furnished,Bachelors/#Fami<ly,,Contact Agent,100000
2022-05-28,1.0 room,150.0,4 out of 4,Carpet Area,"New Mahavir Nagar, Tilak Nagar",>-9 Delhi,Furnished,"Bache>lors/Fa""mily",1.0,,7500
2022-06-26,2.0,450.0,1 out of 3,Super Area,north chajjupur shahdara,India-+ Delhi,Unfurnished,Bachelors/Family<<,1.0,Contact Owner,6000
2022-05-08,,750.0,,,Mahavir Enclave Part 1,!-9 Delhi,Unfurnished,"""Bach=elors",2.0,Contact Owner,18000
2022-05-22,2.0,975.0,,Super Area,Janakpuri,#-9 Delhi,,"Bachelors/Fam""il+y",,Contact Owner,18000
2022-04-29,,,Ground out of 4,Super Area,Burari,India-. Delhi,Semi-Furnished,Bachel[ors/Famil'y,1.0,Contact Owner,8000
,2.0,750.0,4 out of 6,Super Area,Mehrauli,,Furnished,,2.0,Contact Owner,14000
2022-05-10,2.0,80.0,,Super Area,"Khanpur, Madangir",India-: Delhi,Semi-Furnished,"Bache,lors/Famil""y",2.0,Contact Owner,11000
2022-05-14,3.0,96.0,2 out of 5,Super Area,Rohini Sector 11,.-9 Delhi,,{Bach|elors/Family,2.0,Contact Owner,25000
2022-04-29,1.0,500.0,1 out of 3,Super Area,Chhattarpur,"India-"" Delhi",Unfurnished,Ba{chelors/'Family,1.0,Contact Owner,9000
2022-05-14,3.0,1550.0,Ground out of 3,Carpet Area,,@-9 Delhi,Semi-Furnished,Bach*elors/Fa#mily,,Contact Agent,47000
,,1000.0,3 out of 3,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",;-9 Delhi,Semi-Furnished,Bachelor\s/Famil@y,2.0,Contact Owner,20000
2022-04-29,1.0,400.0,2 out of 4,Super Area,Mehrauli,India-@ Delhi,,&Bachelor[s/Family,1.0,Contact Owner,6000
2022-04-29,1.0,450.0,1 out of 4,Super Area,Bhajanpura,India-+ Delhi,Unfurnished,Bachelo_rs/Fa*mily,,Contact Owner,5000
2022-04-29,2.0,1000.0,3 out of 4,Super Area,"DDA Devdoot Apartment, Vikaspuri",India-) Delhi,Semi-Furnished,F*am.ily,,Contact Owner,20000
2022-04-29,1.0,,2 out of 4,Super Area,"Khirki extension, Malviya Nagar",{-9 Delhi,Unfurnished,Bachelo;rs/Fam[ily,1.0,Contact Owner,10000
2022-07-04,,,3 out of 4,Super Area,Chhattarpur,India-| Delhi,Semi-Furnished,Bache)lors/Fa@mily,2.0,Contact Owner,15000
2022-05-14,,550.0Square Feet,2 out of 4,,"Laxmi Nagar District Centre, Laxmi Nagar",,,,,Contact Agent,13500
2022-05-10,1.0,400.0,2 out of 3,,Bindapur,>-9 Delhi,Semi-Furnished,Bac'he.lors/Family,1.0,,5500
2022-05-10,1.0,60.0,,Super Area,,India-# Delhi,Furnished,Bachelors'/Fa'mily,1.0,Contact Owner,14000
2022-04-29,4.0,900.0,3 out of 5,Super Area,Subhash Nagar,,,"Bachelors/""Fa/mily",2.0,Contact Owner,18000
2022-04-27,1.0,700.0,1 out of 5,Super Area,Rohini Sector 5,India-[ Delhi,Semi-Furnished,Bache*lors/*Family,1.0,,20000
2022-06-28,2.0 room,500.0,2 out of 4,Super Area,,--9 Delhi,Unfurnished,,1.0,Contact Owner,9300
,3.0,2000.0,2 out of 4,Carpet Area,Safdarjung Enclave,+-9 Delhi,Furnished,,3.0,Contact Agent,80000
2022-07-04,2.0,,,Carpet Area,Aya Nagar,India-! Delhi,Semi-Furnished,,1.0,Contact Owner,7500
2022-06-27,3.0,1500.0,1 out of 4,Carpet Area,Sarita Vihar Pocket C,India-@ Delhi,Unfurnished,"Bachelors}""",2.0,Contact Agent,30000
2022-04-29,2.0,70.0,2 out of 4,Super Area,"IGNOU Road, Saket",India-/ Delhi,,Bachelors/@Fa$mily,,,13000
2022-07-01,2.0,60.0,,Super Area,,}-9 Delhi,Unfurnished,,2.0,,8500
2022-05-24,,,1 out of 4,Carpet Area,Paschim Vihar,,,Bache{lor;s,3.0,Contact Agent,44300
2022-07-04,2.0,1650.0,2 out of 4,Carpet Area,Safdarjung Enclave,>-9 Delhi,Furnished,Bach$elo%rs,2.0,Contact Agent,45000
2022-06-22,,1150.0,,,Sarita Vihar Pocket K,#-9 Delhi,Unfurnished,B]achelor*s,2.0,Contact Agent,30000
2022-05-30,2.0,1800.0Square Feet,Ground out of 3,Carpet Area,Saket,;-9 Delhi,Furnished,B|achelo%rs,2.0,Contact Agent,40000
,4.0,,,Carpet Area,Anand Niketan,India-! Delhi,Semi-Furnished,}<Bachelors/Family,5.0,Contact Agent,530000
2022-05-14,2.0,900.0,1 out of 2,Super Area,Ashok Vihar Phase 2,\-9 Delhi,Unfurnished,@Bachelors!/Family,1.0,Contact Owner,12000
2022-06-15,2.0,,1 out of 2,Super Area,Shakarpur,'-9 Delhi,Unfurnished,B@achelors(/Family,1.0,Contact Owner,13500
2022-04-28,2.0,900.0,2 out of 4,Super Area,Sheikh Sarai Phase 1,India-& Delhi,Unfurnished,Bache{l_ors/Family,2.0,,30000
2022-05-03,1.0,400.0,2 out of 2,,New Delhi,India-! Delhi,Semi-Furnished,^+Bachelors/Family,1.0,Contact Owner,9500
2022-05-16,4.0,2700.0,Ground out of 3,Carpet Area,,India-@ Delhi,Unfurnished,B>?achelors,4.0,Contact Agent,200000
,3.0,,Ground out of 2,Super Area,Rohini Sector 15,,,}Bachelors/Family%,,Contact Owner,30000
2022-05-14,2.0,450.0,,,"Shakarpur Khas, Shakarpur",India-@ Delhi,Unfurnished,Bachelors@/Fa.mily,1.0,,9000
2022-06-04,2.0,,2 out of 4,Carpet Area,kst chattarpur Apartments,,Unfurnished,Bachelors:.,1.0,Contact Agent,13000
2022-05-14,,,1 out of 5,,Vinod Nagar West,India-} Delhi,Semi-Furnished,Bachelors[/Family-,1.0,Contact Owner,7000
2022-07-09,1.0,,1 out of 4,Carpet Area,Munirka,India-} Delhi,,Bachelors{/F{amily,1.0,Contact Agent,18000
2022-05-14,1.0,350.0,1 out of 3,,Najafgarh,India-? Delhi,Unfurnished,"Bachel@ors""/Family",1.0,Contact Owner,3500
2022-07-03,4.0,272.0,1 out of 4,,Model Town,&-9 Delhi,,Bachel]ors/Fam=ily,4.0 Bathrooms,Contact Agent,65000
2022-06-13,1.0,545.0,2 out of 3,Super Area,Dwarka,'-9 Delhi,Furnished,Bachelors/_Fami\ly,1.0,Contact Owner,19000
2022-05-10,2.0,84.0,Ground out of 4,Super Area,Paschim Vihar,India-\ Delhi,,,2.0,Contact Owner,23000
,1.0,600.0,2 out of 4,Super Area,Kalkaji,India-# Delhi,Furnished,B+achelors</Family,1.0,Contact Owner,12000
2022-06-30,2.0,,3 out of 4,Super Area,Chhattarpur,,Unfurnished,Bachelors/Fam%il*y,2.0,Contact Owner,15000
2022-06-08,3.0,165.0,2 out of 4,Carpet Area,"Dayanand Vihar, Anand Vihar",India-| Delhi,Semi-Furnished,"Bachelo^rs""",2.0,,38000
2022-07-04,3.0,1100.0,1 out of 4,Carpet Area,Shalimar bagh,,Unfurnished,Bac+he)lors,,Contact Agent,50000
2022-06-02,1.0,500.0,3 out of 3,,Falt,India-[ Delhi,Unfurnished,Ba}che/lors/Family,1.0,Contact Owner,6500
2022-07-04,3.0,,1 out of 3,Carpet Area,,"India-, Delhi",Semi-Furnished,Bach+elor*s,3.0,Contact Agent,35000
,2.0,70.0,,Super Area,Vasant Kunj,?-9 Delhi,Semi-Furnished,,2.0,Contact Owner,15000
,3.0,250.0,1 out of 2,Super Area,Mausam Vihar,India-% Delhi,Semi-Furnished,Bache]lors/Famil#y,2.0,Contact Owner,30000
2022-05-05,2.0,70.0,1 out of 5,Super Area,"Khanpur, Madangir",^-9 Delhi,Unfurnished,,2.0 Bathrooms,Contact Owner,10000
2022-07-06,1.0,,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",India-. Delhi,Semi-Furnished,"%Bachel""ors",1.0,Contact Agent,18000
2022-06-20,3.0,,,Carpet Area,Malviya Nagar,India-\ Delhi,Semi-Furnished,Bac^he{lors,3.0,Contact Agent,30000
2022-05-27,1.0,,3 out of 4,,,*-9 Delhi,Semi-Furnished,B)ach'elors/Family,1.0,Contact Agent,16000
2022-05-21,3.0,1250.0,2 out of 3,Super Area,Cghs apts.,India-: Delhi,Semi-Furnished,Bachelors/Famil[?y,2.0,Contact Owner,22000
2022-06-08,2.0,480.0,1 out of 4,,Rohini Sector 21,,Semi-Furnished,,,Contact Owner,9000
2022-06-17,2.0,,2 out of 4,Carpet Area,Paschim Vihar,.-9 Delhi,Semi-Furnished,,2.0,Contact Agent,20200
2022-06-15,2.0,84.0,2 out of 4,Carpet Area,Paschim Vihar Block A6,{-9 Delhi,,Bachelor?-s,2.0,Contact Agent,19500
2022-07-09,2.0,600.0,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",]-9 Delhi,Semi-Furnished,?Bachel(ors,2.0 Bathrooms,Contact Agent,21000
2022-07-06,2.0,,Ground out of 4,,"Arjun Nagar, Safdarjung Enclave",India-= Delhi,Semi-Furnished,Ba!]chelors,2.0,Contact Agent,20000
,,720.0,2 out of 4,,Govindpuri Main,}-9 Delhi,,Bachel?ors/F:amily,2.0,Contact Owner,13000
2022-05-27,2.0,75.0,1 out of 1,,Najafgarh,India-< Delhi,,=Bachelors/Fam/ily,1.0,Contact Owner,6500
2022-04-29,3.0,1000.0,1 out of 4,Super Area,,[-9 Delhi,Unfurnished,Bachelors/F^amil=y,2.0,Contact Owner,25000
2022-05-19,2.0,,2 out of 4,,Malviya Nagar,India-% Delhi,Semi-Furnished,Bachel!or|s,2.0,Contact Agent,20000
2022-06-28,2.0,2200.0,1 out of 1,,,"""-9 Delhi",Semi-Furnished,F=am+ily,2.0,Contact Owner,33000
2022-06-03,3.0,900.0,,Carpet Area,Mayur Vihar 3,*-9 Delhi,Semi-Furnished,Ba?chelors/Fami[ly,1.0 Bathrooms,Contact Owner,18000
,1.0,550.0,3 out of 3,Carpet Area,Pitampura,India-) Delhi,Semi-Furnished,Bachelors/F_%amily,1.0,Contact Owner,13000
2022-04-29,2.0,450.0,,Super Area,Palam,]-9 Delhi,Furnished,"Bach,elors/Fami$ly",1.0,Contact Owner,10000
2022-04-29,2.0,470.0,2 out of 4,Super Area,Pul Prahlad Pur,India-% Delhi,,,2.0,Contact Owner,10000
2022-05-10,3.0,125.0,3 out of 4,Super Area,"Khirki extension, Malviya Nagar",,Semi-Furnished,Bachelors/Fami?l&y,2.0,Contact Owner,23000
2022-05-27,1.0,400.0,3 out of 4,,,>-9 Delhi,Furnished,Bachelor}s/Fami)ly,1.0,Contact Agent,20000
2022-05-23,4.0,2600.0,2 out of 2,,,India-_ Delhi,Semi-Furnished,B*achelors/Fami#ly,,,150000
2022-05-14,,1500.0,5 out of 10,Carpet Area,"DJA Apartments, Dwarka Sector 13",|-9 Delhi,Semi-Furnished,Bachelors/_Famil+y,3.0,Contact Agent,25000
2022-05-10,2.0,80.0,3 out of 4,Super Area,,)-9 Delhi,Semi-Furnished,Bac!helo%rs/Family,1.0,Contact Owner,21000
2022-07-04,,1100.0,3 out of 3,,Dwarka Sector 9,India-% Delhi,,Bachel+o;rs/Family,2.0,Contact Owner,30000
2022-06-04,2.0,,4 out of 5,Super Area,Vasant Kunj,,Semi-Furnished,Bachelors/Fa\m&ily,2.0,,22000
2022-04-29,,800.0,3 out of 5,,Mehrauli,*-9 Delhi,Unfurnished,Bach@elors/Fami\ly,2.0,,14000
,2.0,50.0,2 out of 5,Super Area,Dwarka Sector 14,!-9 Delhi,Furnished,"Bache%lors/Fami,ly",1.0,Contact Owner,7000
